lat	long
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
33.22111	-116.33333
33.515932	-111.691827
32.913257	-116.927522
32.913257	-116.927522
32.913257	-116.927522
33.87028	-117.92444
38.51361	-122.10278
33.541969	-112.017107
33.515932	-111.691827
33.58528	-112.07167
33.22111	-116.33333
32.986414	-115.47106
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
32.94778	-112.71611
32.85064	-114.443121
33.44833	-112.07333
33.45806	-111.94917
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
32.9975	-115.07111
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.093381	-116.608165
33.96222	-111.84833
33.96222	-111.84833
33.96222	-111.84833
33.86417	-111.46694
32.853618	-109.187166
31.4625	-110.28889
34.54	-112.46778
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
33.86417	-111.46694
33.96861	-112.72889
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
32.427962	-110.757592
33.44833	-112.07333
31.475908	-110.269907
31.761246	-110.844812
32.029718	-109.14083
31.383273	-111.101986
34.86972	-111.76028
33.870496	-110.968202
32.6678457	-109.7970227
32.6678457	-109.7970227
32.6678457	-109.7970227
32.6678457	-109.7970227
33.370134	-112.380298
34.86973	-111.732277
34.86973	-111.732277
32.919176	-109.459018
31.561425	-110.483072
31.382567	-110.24872
33.29389	-111.09556
33.86417	-111.46694
33.86417	-111.46694
33.86417	-111.46694
33.86417	-111.46694
33.86417	-111.46694
33.41472	-111.90861
32.315402	-110.716783
33.90893	-111.48357
34.86972	-111.76028
34.86972	-111.76028
34.86972	-111.76028
34.86972	-111.76028
34.86972	-111.76028
33.96222	-111.84833
31.72731	-111.061203
31.72731	-111.061203
31.761246	-110.844812
33.694715	-111.516577
33.42222	-111.82194
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.6675	-111.13361
33.350437	-112.074373
32.678475	-114.473289
33.44833	-112.07333
33.350437	-112.074373
33.608872	-114.739071
33.490666	-112.011506
33.30611	-111.84056
33.350437	-112.074373
33.00976	-111.74896
32.93807	-111.683644
32.938229	-111.666397
32.938229	-111.666397
32.844342	-109.7062
32.6678457	-109.7970227
32.839103	-109.581557
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.066119	-114.257333
34.099053	-114.277802
34.099053	-114.277802
33.97096	-114.04408
33.22111	-116.33333
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.55261	-111.665373
33.55261	-111.665373
33.55261	-111.665373
33.55261	-111.665373
33.44833	-112.07333
33.425914	-111.940005
33.53111	-111.94194
33.53111	-111.94194
33.350437	-112.074373
33.42222	-111.82194
33.515932	-111.691827
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.44833	-112.07333
33.463215	-112.032374
33.44833	-112.07333
33.44833	-112.07333
33.44833	-112.07333
33.517561	-111.995715
32.315402	-110.716783
32.315402	-110.716783
32.315402	-110.716783
32.315402	-110.716783
32.315402	-110.716783
33.84786	-112.287147
33.84786	-112.287147
31.392361	-111.099816
33.457444	-111.950929
33.25559	-111.948128
33.52639	-111.38917
33.63667	-111.67389
33.548263	-111.661373
32.816206	-111.284502
33.425914	-111.940005
33.234019	-112.168384
32.33749	-110.691998
35.098498	-113.6609
35.098498	-113.6609
35.098498	-113.6609
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
30.492243	-101.865881
39.03472	-76.90778
34.003796	-119.390425
34.003796	-119.390425
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.013643	-119.37027
34.010898	-119.427739
34.010898	-119.427739
34.010898	-119.427739
34.010898	-119.427739
37.56444	-122.35056
37.56444	-122.35056
37.56444	-122.35056
37.56444	-122.35056
32.933646	-116.869053
36.706677	-112.122708
45.93352	-118.390465
46.049249	-118.388327
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
32.933646	-116.869053
34.42083	-119.69722
34.42083	-119.69722
34.42083	-119.69722
34.42083	-119.69722
34.42083	-119.69722
34.42083	-119.69722
34.42083	-119.69722
37.266251	-97.37166
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.647106	-111.61417
32.83389	-109.70694
32.83389	-109.70694
33.50917	-111.89833
33.50917	-111.89833
33.22111	-116.33333
33.28333	-116.33333
32.715329	-117.157255
33.387589	-111.736967
33.425914	-111.940005
32.73944	-114.63389
32.72528	-114.62361
31.361231	-109.236731
31.361231	-109.236731
31.361231	-109.236731
33.425914	-111.940005
33.50917	-111.89833
33.515932	-111.691827
33.515932	-111.691827
33.44833	-112.07333
32.879968	-110.583183
34.53814	-113.449741
34.53814	-113.449741
34.53814	-113.449741
34.53814	-113.449741
34.53814	-113.449741
34.53814	-113.449741
32.72528	-114.62361
32.72528	-114.62361
32.72528	-114.62361
32.72528	-114.62361
33.425914	-111.940005
33.425914	-111.940005
33.425914	-111.940005
33.425914	-111.940005
33.425914	-111.940005
32.699534	-109.889798
33.350437	-112.074373
33.350437	-112.074373
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
34.23083	-111.32444
33.86417	-111.46694
33.97096	-114.04408
34.060418	-114.257858
34.060418	-114.257858
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
36.66051	-115.994475
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.350437	-112.074373
33.25559	-111.948128
33.257489	-112.141363
33.425914	-111.940005
33.425914	-111.940005
33.37028	-112.58306
32.73944	-114.63389
32.699534	-109.889798
32.699534	-109.889798
32.699534	-109.889798
33.50917	-111.89833
33.50917	-111.89833
33.509881	-111.832775
33.509881	-111.832775
33.515932	-111.691827
33.610389	-112.207534
33.610389	-112.207534
33.610389	-112.207534
33.610389	-112.207534
33.610389	-112.207534
33.610389	-112.207534
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
31.480248	-111.27733
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
41.707898	-70.30229
38.96944	-77.17667
38.96944	-77.17667
41.653995	-82.816965
31.480248	-111.27733
33.519872	-86.802839
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.560228	-111.667627
33.711954	-110.535447
33.711954	-110.535447
33.711954	-110.535447
33.711954	-110.535447
33.711954	-110.535447
33.711954	-110.535447
39.52111	-105.30472
39.03472	-76.90778
39.03472	-76.90778
39.03472	-76.90778
39.03472	-76.90778
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.870511	-109.188004
31.91361	-109.14083
